id_production_companies,name_production_companies
5841,Castleberg Productions
24463,Siam Movies
19813,Flower Films (Ii)
10962,Freefall Films
4598,Chesler/Perlmutter Productions
2277,Antiteater-X-Film
18890,Movie Machine
8845,Ladbroke
17610,Lobster Enterprises
84889,Michael Alden Productions
11595,Clodio Cinematografica
2721,Jinks/Cohen Company
1094,Homerun Productions
1221,Gainsborough Pictures
254,Pandora Filmproduktion
10282,Silver Screen Partners Iv
17008,Cc Capital Arts Entertainment Srl
19491,Jerico
59354,Kb Erik The Viking
6566,Cncaimc
19029,Cinecorp
2876,Sandstorm Films
78806,Bill Graham Films
10308,Dino De Laurentiis Company
39430,Disruptive Films
67319,Lucky 50 Productions
25538,Friland
906,Revelations Entertainment
24939,Wv Films Ii
265,Runteam Ltd.
3528,Thunder Road Pictures
36079,France 3 (Fr3)
22141,Film Investment Piedmont (Fip)
6220,Mattel
3055,Paragon Films Ltd.
3781,Vidhu Vinod Chopra Productions
819,Mars Films
22107,Sierra/Affinity
14312,Polytel
1082,Lux Vide
385,Stanley Kubrick Productions
689,Ventanarosa Productions
87851,Matrix Film Finance
3102,Renaissance Films
5674,Sf Film
1781,Ntv
22213,Tsg Entertainment
38249,Zve
27099,Ministry Of Culture And Tourism
12467,Nomadic Pictures
6584,Gemini Films
17392,Showgate
20475,Gh One
758,Tv2 Danmark
10210,Morgan Creek Productions
15671,France 2 Cinéma
50892,Mr.Monster
44632,Gravitas Ventures
24727,La Noria Cine
3929,Robert Simonds Productions
19576,Creepersin Films
77845,Monarchy Enterprises S.A.R.L.
46049,Projector Productions
3222,Baltic Film Group
1429,Italian International Film
4564,Icon Entertainment International
8601,Tim Burton Productions
79727,Katzka-Jaffe
836,Elzévir Films
3207,Pictures In Paradise
46976,Rko General Pictures
4063,Trimark Pictures
8011,Producciones A.S.H. Films S.A.
11924,Casa Kafka Pictures
26442,Deliberate Films
32995,Diane Productions
46108,Ubu Productions
61411,Storyteller Pictures
8724,Australian Film Finance Corporation (Affc)
21609,Tony-Seven Films
7839,Mandarin Film
43352,Last Pictures
6661,Cinema 175
49194,Madame Films
12740,Dmv Distribuzione
16017,La Cinéfacture
8210,M6 Métropole Télévision
14522,Productions Et Éditions Cinématographique Français
1311,The Asylum
2230,Mgm Television
3671,Michael Jaffe Films
10793,France Cinéma Productions
10280,Arc Productions
9987,Lipsync Productions
20634,"Bedford Falls Company, The"
7766,Chaocorp
7799,Tf1 International
15893,Tax Shelter Film Funding
3041,Gainax
10503,R.M. Films
14069,Hope Enterprises
57498,Canada Television And Cable Production Fund License Program (Ctcpf)
54063,Dragon Cine Venture Image Entertainment
7093,Hokkaido Broadcasting Co.
3621,Sidonie
25346,Central Motion Pictures Corporation
57409,22 & Indiana Pictures
1728,Sandrews
40675,Dinamo Entertainment
10932,The Criterion Collection
7961,Gaumont International
174,Warner Bros. Pictures
2372,Unison Films
2568,Lunar Films
7431,Sony Pictures Entertainment (Spe)
2979,Etic Films
20782,Westend Films
4616,Freestyle Releasing
19328,Ryan Murphy Productions
54051,Atman Entertainment
1156,Conundrum Entertainment
18811,Brink Films
40107,Da Vinci Media Ventures
3465,Adv Films
3359,Eastern Productions
3624,True Story Production
50477,Dos Dudes Pictures
42927,Zvezda Film
35803,Scamp Film And Theatre Ltd.
7726,Sahamongkolfilm International
642,S.G.C.
6851,Shin Seung-Soo Productions
5551,Long Shong Pictures
4631,Antarctic Pictures
59086,I'M Filming Productions
10989,Muskat Filmed Properties
19653,Sine Olivia
24038,Take Partnership
11562,Fuzzy Bunny Films (I)
5367,Gaylord Films
23418,Black & Blue Films
6817,Zehnte Babelsberg
8805,Industrial Light & Magic (Ilm)
4592,Dark Sky Films
7380,Initial Entertainment Group (Ieg)
72942,Eivissa Productions
15010,Illumination Films
3901,Phoenician Films
10828,Mdp Worldwide
22146,Black Bear Pictures
11258,Central Films
1539,Fuller Films
7025,Westdeutscher Rundfunk (Wdr)
19158,Ascot-Cineraid
17887,Midnight Sun Pictures
11670,Producers Sales Organization (Pso)
87849,Jericho Productions Ltd.
95344,Alberta Film Development Program Of The Alberta Government
46051,Clifford Werber Productions
21916,Dark Morgue Pictures
50921,White Bucket Productions
23506,King World Entertainment
20761,Wide Angle Creations
10105,Apatow Productions
35558,Eddie Saeta S.A.
16984,Action Images
3391,Österreichischer Rundfunk (Orf)
7355,Creativity Media
13070,Tomy
3236,Bavaria Film And Television Fund
4323,Minotaur Productions
13096,Neue Constantin Film
2796,Wild West Picture Show Productions
93542,Bob Industries
2795,Ott Medien
6236,Ndf International
8624,Mediapro Studios
17873,Les Productions De La Guéville
3646,Tin Pan Films
35849,Armory Films
35043,Destro Films
2347,Fgm Entertainment
21897,Foresight Unlimited
24041,Origin Systems Inc.
71158,Joseph L. Schenck Enterprises
1267,Ecosse Films
15160,Haxan Films
3790,Toei Tokyo
10492,Wnet Channel 13 New York
22997,Légende Films
3598,Guest House Films
1460,Loew'S
1206,Entertainment Manufacturing Company
21224,Levity Entertainment Group
3718,Forum Sarajevo
28935,Emergency Exit Pictures
3535,Associated London Films
10146,Focus Features
21978,Gorky Film Studios
4321,Shubert Organization
8532,1984 Private Defense Contractors
702,3L Filmproduktion Gmbh
85885,Lionsgate Premiere
6116,Argos Films
4916,Penn Station Entertainment
3559,Citadel Entertainment
21990,Office Fédéral De La Culture
831,Saturn Films
6530,Lifetime Television
76446,Palatine Étoile 12
5009,Cornice Entertainment
12288,Nintendo
10291,Grand Productions
755,Alexandra Films
25358,Krane Entertainment
1807,Warwick Film Productions
622,Toho Film (Eiga) Co. Ltd.
5241,Film Fund Fuzz
74636,Film Väst
7608,Eyeworks Film
10495,Thunder Pictures
1435,Left Turn Films
83545,Cinestación
10943,Itvs
34472,Tangram Film
66970,Universal Music
9292,Hessischer Rundfunk (Hr)
8298,Leon Schlesinger Studios
6382,Goldfish Pictures
4110,Cannon Films
37222,Brainstorm Productions
711,Fox 2000 Pictures
17932,Razor Film Produktion
13282,21St Century Film Corporation
665,Hochschule Für Fernsehen Und Film (Hff)
14516,Ramesh Sippy Entertainment
17526,F.G. Film Productions
18668,Voodoo Production Services
89163,Kids' Wb
11317,Phoenix Pictures
14346,Japan Video Distribution (Jvd) Co. Ltd.
1353,Hanna-Barbera Productions
28176,Bomar Ood
17158,Nunsuch Pictures
7049,Enigma Productions
89253,Full On Film Productions
20023,Noah Films
738,Myriad Pictures
6605,Oxymoron Films
20038,Network Releasing
10843,Future Films
87674,Hark Film
61409,T2 Productions
32554,Bloom
25838,Occupant Entertainment
8881,Zak Productions
17956,Transcinema
131,Bender-Spink Inc.
38284,Bifrost Pictures
748,Mosaic Media Group
41963,Nuamerica Entertainment
591,France 3 Cinéma
9145,Euro Space
18302,Entertainment Motion Pictures
22857,Tenk
72024,Mutual Productions
1017,Hairy Productions
938,First Floor Features
38978,Canwest Global Communications
93193,Total Filmes
25539,Les Films D'Antoine
6301,Cinécinéma
11559,Mestiere Cinema
8037,Hub Ho Hin Films
3038,Katsu Production Co. Ltd.
11667,Northern Ireland Screen
1802,Lowndes Productions Limited
5533,Jerry Lewis Productions
3040,Versus Production
6834,Out Of Africa Entertainment
11752,Number 9 Films
22055,Salt Film
10393,Vertigo Films
21508,De Passe Entertainment
95406,In The Groove
14637,Lagniappe Films
12247,Thinkfilm
185,Pandora Cinema
345,O2 Filmes
34433,Three Little Birds Productions
6520,Factor Rh Producciones
1268,Focus Films
11275,Cinerama Productions Corp.
8583,Minds Eye Entertainment
35858,Koo Koo Banana
46222,Hey Eddie
2744,Nikolaus Geyrhalter Filmproduktion
34786,Empyrean Pictures
3534,Goodspeed Productions
3449,Wgbh
2289,Abandon Pictures
15257,Cbs Television Studios
18361,Swfx
7271,United Pictures
39043,Traveling Picture Show Company (Tpsc)
50882,"Stefan Wodoslawsky, Donald Osborne"
21760,Filmtown Entertainment Group
5186,The Australian Film Commission
11578,Super Écran
11672,Nimbus Film Productions
11293,Imval Producciones
17741,Cinecompany
12934,Air-Edel Associates
23390,Moviehead Pictures
37665,Ohra-Sogeav
2908,Mars Distribution
11130,Royal Oaks Entertainment Inc.
3607,The International Picture Show Company
9241,Leo Lax Production
342,Davis-Films
24133,Night And Day Pictures
5730,Turner Network Television (Tnt)
14599,Soyuzmultfilm
19548,Haven Entertainment
42019,Terrytoons
4888,M6 Studio
21775,Union Entertainment Group (Ii)
3234,Studio Pierrot
1957,Warner Bros. Television
13340,Comet
94302,Pork Chop Productions
5093,Cinema Group
10284,Edko Films
17489,Copercines
47745,Sydney Lumet Productions
29605,Cnn Films
13675,Village Roadshow Entertainment
2184,Tollin/Robbins Productions
11565,The Safran Company
38775,Cinemaker Oy
5359,Artic Productions Llc
31700,Toluca Productions
71445,Movieweb S.P.A.
613,Hecht-Hill-Lancaster Productions
79575,Quasars Film Company
1013,Stable Way Entertainment
1153,Act Iii Communications
4220,Management 360
45909,Pacific Northwest Pictures
2092,Mike Zoss Productions
10453,Atlántida Films
5780,Producciones Cinematográficas Orfeo
22071,Mollywood
12883,Nomura Babcock & Brown
10227,Mandeville Films
8471,Tarantula
89772,Hamilton-Mehta Productions
86526,Centro Film
660,British Lion Film Corporation
13719,Coronado Productions
43710,Studio-Tv-Film Gmbh
1468,Ferndale Films
14294,Thirukumaran Entertainment
36856,Compagnia Generale Finanziaria Cinematografica
1073,Gordon Company
3656,Gaga
2343,Red Chillies Entertainment
10039,Anonymous Content
81876,Barnstorm Films
10273,Filmfonds Wien
19342,Parallel Entertainment
63178,Anugraha Cine Arts
35443,R-Caro Productions
11893,San Marco S.P.A./Crono S.P.A
72598,Ministère Des Affaires Étrangères Et Du Développement International
17737,Herbert Ross Productions
52436,Revólver Films
43382,Mavi Film
37046,Georges Méliès
6108,Media Plus
19643,"Sommers Company, The"
10885,Equity Pictures Medienfonds Gmbh & Co. Kg Iii
14707,Animal De Luz Films
4384,Tempesta Films
86779,Les Films À Paulo
15524,Lewis Milestone Productions
14794,Südwestfunk (Swf)
2752,Dentsu Music And Entertainment
8842,All Night Productions
1003,Filmkameratene A/S
15606,Jaguar Productions
52619,Fifty First Films
21138,Dea Planeta Home Entertainment
7764,Telecine
191,Senator Film Produktion
16016,Eurofilm Stúdió
77305,Dulce Compania
15704,Insight Media
6838,Stellar Mega Films
19402,Indomina Productions
8861,Instituto Mexicano De Cinematografía (Imcine)
65091,Programa Ibermedia
734,Producers Circle
10619,Azoff Entertainment
30242,Nemuru Otoko Seisaku Iinkai
8521,Enrique Cerezo Producciones Cinematográficas S.A.
38995,Beijing Starlit Movie And Tv Culture
3749,Vishesh Films
18697,Work In Progress
13338,Studio Kinema
21513,Ce Qui Me Meut
73928,Relic Pictures
26648,La.Lune Entertainment
3997,Alberta Film Entertainment
5581,4 Film
62230,Pinewood Pictures
24075,Pierre David
1251,Ard
3638,The Jacobson Company
52780,Black Sheep Films
654,South Pacific Pictures
57780,Eone Entertainment
13892,Rko Pathé Pictures
7339,Hyperion Pictures
37451,Sigma Cinematografica Roma
8456,Mainline Releasing
12834,Idol Company
29646,Magna Global Entertainment
2231,Trilogy Entertainment Group
19194,Andrew Lauren Productions (Alp)
16670,Société Nouvelle De Cinématographie (Snc)
84840,Thousand Cranes Filmworks
8801,Marshall Production
3159,Migma Film Ab
48383,Red Reel
22155,Karagiannis-Karatzopoulos
17653,22H22
6133,Cine Location Services
65640,Rete Europa
7534,R&D Tv
881,Daiei Studios
21320,Byron A. Martin Productions
1712,Odessa Films
6458,Instituto Nacional De Cine Y Artes Audiovisuales (Incaa)
25101,Studio 27
42004,Thema Production
6313,Weintraub Entertainment Group
17009,Universal 1440 Entertainment
10517,Giovine
17432,Kmh Film
1472,Delux Productions
147,Fidélité Productions
3801,Vip 2 Medienfonds
9137,Moonlighting Films
2743,Astral Media
7024,Sender Freies Berlin (Sfb)
23003,Internationale Filmproduktion Prometheus
7997,Eurasia Investments
25034,Wonderful Works
11054,First Look International
80469,American Entertainment Investors
20637,Commission Du Film France
7395,Les Films Du Worso
1516,Kindai Eiga Kyokai
22518,Edison Company
52135,Denholm Trading Inc.
69832,Paragon Films
8685,Eficine 226
75169,Knowledge
1905,Integral Film
8530,Televisió De Catalunya (Tv3)
88161,Cinerama Releasing Corporation
46875,Nitrogen Studios Canada
2988,Voice Pictures
25487,Contentfilm International
3973,"Jce Entertainment Ltd,"
12221,Modern Girl Productions
22826,Hasbro Studios
4403,Stuber Productions
1632,Lionsgate
236,October Films
12743,Prime Entertainment
19177,Red Granite Pictures
13720,Andergraun Films
14829,Mirisch Films
12994,Regina Ziegler Filmproduktion
86121,Abc Film A/S
35401,Tv1000 Ab
29097,Stage 6 Films
5077,Amalgamated Productions
18587,Max Productions
7887,Endymion Films
51086,Goldeco Pictures
2490,Lgm Productions
22936,Sir Dark Knight Productions
35061,Colgems Productions Ltd.
538,Emi Films Ltd.
3471,Av Pictures
8395,Yellow Films
86,Catfish Productions
24701,Pink Productions
22514,Samuelson Productions
9282,27 Films Production
6397,Filmes Cinematografica
40151,Gonella Productions
1531,Smart Egg Pictures
13624,La Lombard Filmes Cinematografica
22253,Sunflower Productions
87211,Dmm.Com
10882,Francinex
215,Double Feature Films
2100,Andrew Stevens Entertainment
84790,Dubai Entertainment And Media Organization
9384,Les Films Abc
718,Arts Council Of England
1885,Silver Pictures
602,Defa
13241,Demarest Films
3153,Sunrise
7576,Eon Productions
47283,Fellers Film
11332,La Sept-Arte
6303,Rakontur
14262,Templeheart Films
5258,Filmgraphics Entertainment
52197,Gatlin
12413,Nwr Film Productions
2055,Skyline Films
37845,Principato-Young Entertainment
64614,Fennada-Filmi
1633,Next Entertainment
7013,Hunnia Filmstúdió
302,Ibermedia
9350,Indian Paintbrush
537,Universal Tv
79282,Racing Horse Productions
94,Arte France Cinéma
7086,Universal Pictures International
3448,Itv
7266,Roast Beef Productions
35484,Flimmer Film
2740,Jigsaw Productions
17055,Capstone Entertainment Group
9340,Enjoy Movies
20313,Venture Forth
551,Mandalay Pictures
280,Cinémaginaire Inc.
10695,Come On Sweet Film
246,Film Council
44783,Smart Entertainment
27350,Maybe Movies
12250,Scott Hamilton Public Relations
36025,National Educational Television Network
4743,Mascot Pictures
15312,Chickflick Productions
2364,The Montecito Picture Company
16624,Film Regions International
7308,Reprisal Films
57031,Allspark Pictures
12307,Creatures
8182,Studio Deen
5372,Oriental Light And Magic
17611,Sean S. Cunningham Films
11398,Selenia Cinematografica
1976,Film Science
13235,Media House Capital
71372,Sidney J. Furie Productions
5406,Good Film Company
21608,Enderby Entertainment
67991,Hsi Tomorrow Film
30037,Blueprint Pictures
20375,Hammerhead Productions
11533,Valhalla Motion Pictures
6162,Taska Film
10079,The Walt Disney Company
25635,High Five Films
355,R.P. Productions
38,Zespół Filmowy Tor
77029,Red Giant Media
356,Tf1 Films Productions
3987,The Production Company
9076,Seed Productions
16323,20Th Century Fox Television
5996,Bbc
10624,Takarazaka Productions
9158,Spring Films
80449,Mojo Musique
80448,Together Films
11795,France Télévisions
46226,Praxis Films
33385,Illume Oy
13973,Regal Films
13,Universal Studios
33384,Common Ground Pictures
28440,Lacuna Filmes
138,Schramm Film Koerner & Weber
4797,Maxper Producciones Cinematográficas (Maximiliano Pérez Flórez)
90249,Im3 Entertainment
885,Téléma Productions
3489,Jambox
1600,Craven-Maddalena Films
2980,Forge
2936,Limelight Productions
8533,Liddell Entertainment
58313,Picture Palace Films
8676,Ufilm
12744,De Grunwald Productions
10437,Lisa-Film
13161,Tea Shop & Film Company
1639,Les Films Jacques Leitienne
6018,Sahamongkol Film International
11483,George Albert Smith Films
22867,Framestore Cfc
12023,Nederlandse Programma Stichting (Nps)
15301,Film Group Feature
7237,Tele München Fernseh Produktionsgesellschaft (Tmg)
39121,Super Cool Manchu
20395,Carthago Films S.A.R.L.
1841,Percept Picture Company
78160,Charlie'S Bratislava
16643,Deutsche Universal-Film
4630,Amicus Productions
23501,Fine Productions
89603,Teen Life Productions
10950,Screen Queensland
25188,Rattlesnake Productions
70833,"Fyzz Factory, The"
73926,Televiziunea Romana (Tvr1)
8555,Nordisk Film- & Tv-Fond
33634,China 3D Digital Entertainment
79046,Golden Network Asia
3148,Kendon Films Ltd.
875,Films A2
15894,Soficinéma 8
3635,20Th Century Fox Home Entertainment
4169,Kanzaman
19761,Floren Shieh Productions
52220,Manufacturas Audiovisuales
830,Senator International
31465,Chosen Film Company
20980,France 2 (Fr2)
15308,Wild Bunch Distribution
6339,Solar Films Inc.
2378,Offspring Entertainment
992,Apolloproscreen
75075,Comma 9
33799,Carros Pictures
335,Tig Productions
28523,Lionsgate Television
14589,Code Entertainment
6622,British Broadcasting Corporation
656,Metropolitan Filmexport
8512,Rectangle Productions.
5507,Se8 Group
36920,Maestranza Films
5247,Possible Films
30376,The Pacific Trust
969,Golden Harvest Pictures
5176,Fortress Features
77964,Creative Projects Group
1063,Brightlight Pictures
68620,Good Films
3052,Troma Entertainment
1558,Touchstone Television
18908,Central Cinema Company Film (Ccc)
919,Beacon Communications
8962,Eyeworks Film & Tv Drama
58333,Compulsion Inc.
19690,Caneo Films
3802,Dead Old Man Productions
76491,Supermega
31296,Spy Global Media
16527,La Sept
51312,Animationwerks
69915,Erik Blomberg
3406,Ningxia Film Studio
74278,Shinsei Film Company
51277,Itc Entertainment Group
15342,Fifth Avenue Entertainment
